País,Año,Horas,Metrica,Porcentaje_x,Red,Porcentaje_y
Hong Kong,2019.0,1.52,Seguir marcas que les gustan,46.0,Instagram,58.0
Hong Kong,2019.0,1.52,Seguir marcas que les gustan,46.0,Snapchat,17.0
Hong Kong,2019.0,1.52,Seguir marcas que les gustan,46.0,Twitter,27.0
Hong Kong,2019.0,1.52,Seguir marcas que les gustan,46.0,WhatsApp,81.0
Hong Kong,2019.0,1.52,Descubrir marcas a través de comentarios,23.0,Facebook,84.0
Hong Kong,2019.0,1.52,Descubrir marcas a través de comentarios,23.0,FB Messenger,51.0
Hong Kong,2019.0,1.52,Descubrir marcas a través de comentarios,23.0,Instagram,58.0
Hong Kong,2019.0,1.52,Descubrir marcas a través de comentarios,23.0,Snapchat,17.0
Hong Kong,2019.0,1.52,Descubrir marcas a través de comentarios,23.0,Twitter,27.0
Hong Kong,2019.0,1.52,Descubrir marcas a través de comentarios,23.0,WhatsApp,81.0
Hong Kong,2019.0,1.52,Investigar productos/marcas usando redes sociales,40.0,Facebook,84.0
Hong Kong,2019.0,1.52,Investigar productos/marcas usando redes sociales,40.0,FB Messenger,51.0
Hong Kong,2019.0,1.52,Investigar productos/marcas usando redes sociales,40.0,Instagram,58.0
Hong Kong,2019.0,1.52,Investigar productos/marcas usando redes sociales,40.0,Snapchat,17.0
Hong Kong,2019.0,1.52,Investigar productos/marcas usando redes sociales,40.0,Twitter,27.0
Hong Kong,2019.0,1.52,Investigar productos/marcas usando redes sociales,40.0,WhatsApp,81.0
Hong Kong,2019.0,1.52,Motivar compras a través de 'Me gusta',23.0,Facebook,84.0
Hong Kong,2019.0,1.52,Motivar compras a través de 'Me gusta',23.0,FB Messenger,51.0
Hong Kong,2019.0,1.52,Motivar compras a través de 'Me gusta',23.0,Instagram,58.0
Hong Kong,2019.0,1.52,Motivar compras a través de 'Me gusta',23.0,Snapchat,17.0
Hong Kong,2019.0,1.52,Motivar compras a través de 'Me gusta',23.0,Twitter,27.0
Hong Kong,2019.0,1.52,Motivar compras a través de 'Me gusta',23.0,WhatsApp,81.0
Hong Kong,2019.0,1.52,Motivar compras a través del botón 'Comprar',10.0,Facebook,84.0
Hong Kong,2019.0,1.52,Motivar compras a través del botón 'Comprar',10.0,FB Messenger,51.0
Hong Kong,2019.0,1.52,Motivar compras a través del botón 'Comprar',10.0,Instagram,58.0
Hong Kong,2019.0,1.52,Motivar compras a través del botón 'Comprar',10.0,Snapchat,17.0
Hong Kong,2019.0,1.52,Motivar compras a través del botón 'Comprar',10.0,Twitter,27.0
Hong Kong,2019.0,1.52,Motivar compras a través del botón 'Comprar',10.0,WhatsApp,81.0
India,2012.0,1.44,Uso de redes sociales para mantenerse informado,38.0,Facebook,82.0
India,2012.0,1.44,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,57.0
India,2012.0,1.44,Uso de redes sociales para mantenerse informado,38.0,Instagram,68.0
India,2012.0,1.44,Uso de redes sociales para mantenerse informado,38.0,Snapchat,32.0
India,2012.0,1.44,Uso de redes sociales para mantenerse informado,38.0,Twitter,52.0
India,2012.0,1.44,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,75.0
India,2012.0,1.44,Seguir marcas que les gustan,38.0,Facebook,82.0
India,2012.0,1.44,Seguir marcas que les gustan,38.0,FB Messenger,57.0
India,2012.0,1.44,Seguir marcas que les gustan,38.0,Instagram,68.0
India,2012.0,1.44,Seguir marcas que les gustan,38.0,Snapchat,32.0
India,2012.0,1.44,Seguir marcas que les gustan,38.0,Twitter,52.0
India,2012.0,1.44,Seguir marcas que les gustan,38.0,WhatsApp,75.0
India,2012.0,1.44,Descubrir marcas a través de comentarios,23.0,Facebook,82.0
India,2012.0,1.44,Descubrir marcas a través de comentarios,23.0,FB Messenger,57.0
India,2012.0,1.44,Descubrir marcas a través de comentarios,23.0,Instagram,68.0
India,2012.0,1.44,Descubrir marcas a través de comentarios,23.0,Snapchat,32.0
India,2012.0,1.44,Descubrir marcas a través de comentarios,23.0,Twitter,52.0
India,2012.0,1.44,Descubrir marcas a través de comentarios,23.0,WhatsApp,75.0
India,2012.0,1.44,Investigar productos/marcas usando redes sociales,45.0,Facebook,82.0
India,2012.0,1.44,Investigar productos/marcas usando redes sociales,45.0,FB Messenger,57.0
India,2012.0,1.44,Investigar productos/marcas usando redes sociales,45.0,Instagram,68.0
India,2012.0,1.44,Investigar productos/marcas usando redes sociales,45.0,Snapchat,32.0
India,2012.0,1.44,Investigar productos/marcas usando redes sociales,45.0,Twitter,52.0
India,2012.0,1.44,Investigar productos/marcas usando redes sociales,45.0,WhatsApp,75.0
India,2012.0,1.44,Motivar compras a través de 'Me gusta',22.0,Facebook,82.0
India,2012.0,1.44,Motivar compras a través de 'Me gusta',22.0,FB Messenger,57.0
India,2012.0,1.44,Motivar compras a través de 'Me gusta',22.0,Instagram,68.0
India,2012.0,1.44,Motivar compras a través de 'Me gusta',22.0,Snapchat,32.0
India,2012.0,1.44,Motivar compras a través de 'Me gusta',22.0,Twitter,52.0
India,2012.0,1.44,Motivar compras a través de 'Me gusta',22.0,WhatsApp,75.0
India,2012.0,1.44,Motivar compras a través del botón 'Comprar',16.0,Facebook,82.0
India,2012.0,1.44,Motivar compras a través del botón 'Comprar',16.0,FB Messenger,57.0
India,2012.0,1.44,Motivar compras a través del botón 'Comprar',16.0,Instagram,68.0
India,2012.0,1.44,Motivar compras a través del botón 'Comprar',16.0,Snapchat,32.0
India,2012.0,1.44,Motivar compras a través del botón 'Comprar',16.0,Twitter,52.0
India,2012.0,1.44,Motivar compras a través del botón 'Comprar',16.0,WhatsApp,75.0
India,2013.0,1.57,Uso de redes sociales para mantenerse informado,38.0,Facebook,82.0
India,2013.0,1.57,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,57.0
India,2013.0,1.57,Uso de redes sociales para mantenerse informado,38.0,Instagram,68.0
India,2013.0,1.57,Uso de redes sociales para mantenerse informado,38.0,Snapchat,32.0
India,2013.0,1.57,Uso de redes sociales para mantenerse informado,38.0,Twitter,52.0
India,2013.0,1.57,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,75.0
India,2013.0,1.57,Seguir marcas que les gustan,38.0,Facebook,82.0
India,2013.0,1.57,Seguir marcas que les gustan,38.0,FB Messenger,57.0
India,2013.0,1.57,Seguir marcas que les gustan,38.0,Instagram,68.0
India,2013.0,1.57,Seguir marcas que les gustan,38.0,Snapchat,32.0
India,2013.0,1.57,Seguir marcas que les gustan,38.0,Twitter,52.0
India,2013.0,1.57,Seguir marcas que les gustan,38.0,WhatsApp,75.0
India,2013.0,1.57,Descubrir marcas a través de comentarios,23.0,Facebook,82.0
India,2013.0,1.57,Descubrir marcas a través de comentarios,23.0,FB Messenger,57.0
India,2013.0,1.57,Descubrir marcas a través de comentarios,23.0,Instagram,68.0
India,2013.0,1.57,Descubrir marcas a través de comentarios,23.0,Snapchat,32.0
India,2013.0,1.57,Descubrir marcas a través de comentarios,23.0,Twitter,52.0
India,2013.0,1.57,Descubrir marcas a través de comentarios,23.0,WhatsApp,75.0
India,2013.0,1.57,Investigar productos/marcas usando redes sociales,45.0,Facebook,82.0
India,2013.0,1.57,Investigar productos/marcas usando redes sociales,45.0,FB Messenger,57.0
India,2013.0,1.57,Investigar productos/marcas usando redes sociales,45.0,Instagram,68.0
India,2013.0,1.57,Investigar productos/marcas usando redes sociales,45.0,Snapchat,32.0
India,2013.0,1.57,Investigar productos/marcas usando redes sociales,45.0,Twitter,52.0
India,2013.0,1.57,Investigar productos/marcas usando redes sociales,45.0,WhatsApp,75.0
India,2013.0,1.57,Motivar compras a través de 'Me gusta',22.0,Facebook,82.0
India,2013.0,1.57,Motivar compras a través de 'Me gusta',22.0,FB Messenger,57.0
India,2013.0,1.57,Motivar compras a través de 'Me gusta',22.0,Instagram,68.0
India,2013.0,1.57,Motivar compras a través de 'Me gusta',22.0,Snapchat,32.0
India,2013.0,1.57,Motivar compras a través de 'Me gusta',22.0,Twitter,52.0
India,2013.0,1.57,Motivar compras a través de 'Me gusta',22.0,WhatsApp,75.0
India,2013.0,1.57,Motivar compras a través del botón 'Comprar',16.0,Facebook,82.0
India,2013.0,1.57,Motivar compras a través del botón 'Comprar',16.0,FB Messenger,57.0
India,2013.0,1.57,Motivar compras a través del botón 'Comprar',16.0,Instagram,68.0
India,2013.0,1.57,Motivar compras a través del botón 'Comprar',16.0,Snapchat,32.0
India,2013.0,1.57,Motivar compras a través del botón 'Comprar',16.0,Twitter,52.0
India,2013.0,1.57,Motivar compras a través del botón 'Comprar',16.0,WhatsApp,75.0
India,2014.0,2.03,Uso de redes sociales para mantenerse informado,38.0,Facebook,82.0
India,2014.0,2.03,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,57.0
India,2014.0,2.03,Uso de redes sociales para mantenerse informado,38.0,Instagram,68.0
India,2014.0,2.03,Uso de redes sociales para mantenerse informado,38.0,Snapchat,32.0
India,2014.0,2.03,Uso de redes sociales para mantenerse informado,38.0,Twitter,52.0
India,2014.0,2.03,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,75.0
India,2014.0,2.03,Seguir marcas que les gustan,38.0,Facebook,82.0
India,2014.0,2.03,Seguir marcas que les gustan,38.0,FB Messenger,57.0
India,2014.0,2.03,Seguir marcas que les gustan,38.0,Instagram,68.0
India,2014.0,2.03,Seguir marcas que les gustan,38.0,Snapchat,32.0
India,2014.0,2.03,Seguir marcas que les gustan,38.0,Twitter,52.0
India,2014.0,2.03,Seguir marcas que les gustan,38.0,WhatsApp,75.0
India,2014.0,2.03,Descubrir marcas a través de comentarios,23.0,Facebook,82.0
India,2014.0,2.03,Descubrir marcas a través de comentarios,23.0,FB Messenger,57.0
India,2014.0,2.03,Descubrir marcas a través de comentarios,23.0,Instagram,68.0
India,2014.0,2.03,Descubrir marcas a través de comentarios,23.0,Snapchat,32.0
India,2014.0,2.03,Descubrir marcas a través de comentarios,23.0,Twitter,52.0
India,2014.0,2.03,Descubrir marcas a través de comentarios,23.0,WhatsApp,75.0
India,2014.0,2.03,Investigar productos/marcas usando redes sociales,45.0,Facebook,82.0
India,2014.0,2.03,Investigar productos/marcas usando redes sociales,45.0,FB Messenger,57.0
India,2014.0,2.03,Investigar productos/marcas usando redes sociales,45.0,Instagram,68.0
India,2014.0,2.03,Investigar productos/marcas usando redes sociales,45.0,Snapchat,32.0
India,2014.0,2.03,Investigar productos/marcas usando redes sociales,45.0,Twitter,52.0
India,2014.0,2.03,Investigar productos/marcas usando redes sociales,45.0,WhatsApp,75.0
India,2014.0,2.03,Motivar compras a través de 'Me gusta',22.0,Facebook,82.0
India,2014.0,2.03,Motivar compras a través de 'Me gusta',22.0,FB Messenger,57.0
India,2014.0,2.03,Motivar compras a través de 'Me gusta',22.0,Instagram,68.0
India,2014.0,2.03,Motivar compras a través de 'Me gusta',22.0,Snapchat,32.0
India,2014.0,2.03,Motivar compras a través de 'Me gusta',22.0,Twitter,52.0
India,2014.0,2.03,Motivar compras a través de 'Me gusta',22.0,WhatsApp,75.0
India,2014.0,2.03,Motivar compras a través del botón 'Comprar',16.0,Facebook,82.0
India,2014.0,2.03,Motivar compras a través del botón 'Comprar',16.0,FB Messenger,57.0
India,2014.0,2.03,Motivar compras a través del botón 'Comprar',16.0,Instagram,68.0
India,2014.0,2.03,Motivar compras a través del botón 'Comprar',16.0,Snapchat,32.0
India,2014.0,2.03,Motivar compras a través del botón 'Comprar',16.0,Twitter,52.0
India,2014.0,2.03,Motivar compras a través del botón 'Comprar',16.0,WhatsApp,75.0
India,2015.0,2.15,Uso de redes sociales para mantenerse informado,38.0,Facebook,82.0
India,2015.0,2.15,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,57.0
India,2015.0,2.15,Uso de redes sociales para mantenerse informado,38.0,Instagram,68.0
India,2015.0,2.15,Uso de redes sociales para mantenerse informado,38.0,Snapchat,32.0
India,2015.0,2.15,Uso de redes sociales para mantenerse informado,38.0,Twitter,52.0
India,2015.0,2.15,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,75.0
India,2015.0,2.15,Seguir marcas que les gustan,38.0,Facebook,82.0
India,2015.0,2.15,Seguir marcas que les gustan,38.0,FB Messenger,57.0
India,2015.0,2.15,Seguir marcas que les gustan,38.0,Instagram,68.0
India,2015.0,2.15,Seguir marcas que les gustan,38.0,Snapchat,32.0
India,2015.0,2.15,Seguir marcas que les gustan,38.0,Twitter,52.0
India,2015.0,2.15,Seguir marcas que les gustan,38.0,WhatsApp,75.0
India,2015.0,2.15,Descubrir marcas a través de comentarios,23.0,Facebook,82.0
India,2015.0,2.15,Descubrir marcas a través de comentarios,23.0,FB Messenger,57.0
India,2015.0,2.15,Descubrir marcas a través de comentarios,23.0,Instagram,68.0
India,2015.0,2.15,Descubrir marcas a través de comentarios,23.0,Snapchat,32.0
India,2015.0,2.15,Descubrir marcas a través de comentarios,23.0,Twitter,52.0
India,2015.0,2.15,Descubrir marcas a través de comentarios,23.0,WhatsApp,75.0
India,2015.0,2.15,Investigar productos/marcas usando redes sociales,45.0,Facebook,82.0
India,2015.0,2.15,Investigar productos/marcas usando redes sociales,45.0,FB Messenger,57.0
India,2015.0,2.15,Investigar productos/marcas usando redes sociales,45.0,Instagram,68.0
India,2015.0,2.15,Investigar productos/marcas usando redes sociales,45.0,Snapchat,32.0
India,2015.0,2.15,Investigar productos/marcas usando redes sociales,45.0,Twitter,52.0
India,2015.0,2.15,Investigar productos/marcas usando redes sociales,45.0,WhatsApp,75.0
India,2015.0,2.15,Motivar compras a través de 'Me gusta',22.0,Facebook,82.0
India,2015.0,2.15,Motivar compras a través de 'Me gusta',22.0,FB Messenger,57.0
India,2015.0,2.15,Motivar compras a través de 'Me gusta',22.0,Instagram,68.0
India,2015.0,2.15,Motivar compras a través de 'Me gusta',22.0,Snapchat,32.0
India,2015.0,2.15,Motivar compras a través de 'Me gusta',22.0,Twitter,52.0
India,2015.0,2.15,Motivar compras a través de 'Me gusta',22.0,WhatsApp,75.0
India,2015.0,2.15,Motivar compras a través del botón 'Comprar',16.0,Facebook,82.0
India,2015.0,2.15,Motivar compras a través del botón 'Comprar',16.0,FB Messenger,57.0
India,2015.0,2.15,Motivar compras a través del botón 'Comprar',16.0,Instagram,68.0
India,2015.0,2.15,Motivar compras a través del botón 'Comprar',16.0,Snapchat,32.0
India,2015.0,2.15,Motivar compras a través del botón 'Comprar',16.0,Twitter,52.0
India,2015.0,2.15,Motivar compras a través del botón 'Comprar',16.0,WhatsApp,75.0
India,2016.0,2.3,Uso de redes sociales para mantenerse informado,38.0,Facebook,82.0
India,2016.0,2.3,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,57.0
India,2016.0,2.3,Uso de redes sociales para mantenerse informado,38.0,Instagram,68.0
India,2016.0,2.3,Uso de redes sociales para mantenerse informado,38.0,Snapchat,32.0
India,2016.0,2.3,Uso de redes sociales para mantenerse informado,38.0,Twitter,52.0
India,2016.0,2.3,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,75.0
India,2016.0,2.3,Seguir marcas que les gustan,38.0,Facebook,82.0
India,2016.0,2.3,Seguir marcas que les gustan,38.0,FB Messenger,57.0
India,2016.0,2.3,Seguir marcas que les gustan,38.0,Instagram,68.0
India,2016.0,2.3,Seguir marcas que les gustan,38.0,Snapchat,32.0
India,2016.0,2.3,Seguir marcas que les gustan,38.0,Twitter,52.0
India,2016.0,2.3,Seguir marcas que les gustan,38.0,WhatsApp,75.0
India,2016.0,2.3,Descubrir marcas a través de comentarios,23.0,Facebook,82.0
India,2016.0,2.3,Descubrir marcas a través de comentarios,23.0,FB Messenger,57.0
India,2016.0,2.3,Descubrir marcas a través de comentarios,23.0,Instagram,68.0
India,2016.0,2.3,Descubrir marcas a través de comentarios,23.0,Snapchat,32.0
India,2016.0,2.3,Descubrir marcas a través de comentarios,23.0,Twitter,52.0
India,2016.0,2.3,Descubrir marcas a través de comentarios,23.0,WhatsApp,75.0
India,2016.0,2.3,Investigar productos/marcas usando redes sociales,45.0,Facebook,82.0
India,2016.0,2.3,Investigar productos/marcas usando redes sociales,45.0,FB Messenger,57.0
India,2016.0,2.3,Investigar productos/marcas usando redes sociales,45.0,Instagram,68.0
India,2016.0,2.3,Investigar productos/marcas usando redes sociales,45.0,Snapchat,32.0
India,2016.0,2.3,Investigar productos/marcas usando redes sociales,45.0,Twitter,52.0
India,2016.0,2.3,Investigar productos/marcas usando redes sociales,45.0,WhatsApp,75.0
India,2016.0,2.3,Motivar compras a través de 'Me gusta',22.0,Facebook,82.0
India,2016.0,2.3,Motivar compras a través de 'Me gusta',22.0,FB Messenger,57.0
India,2016.0,2.3,Motivar compras a través de 'Me gusta',22.0,Instagram,68.0
India,2016.0,2.3,Motivar compras a través de 'Me gusta',22.0,Snapchat,32.0
India,2016.0,2.3,Motivar compras a través de 'Me gusta',22.0,Twitter,52.0
India,2016.0,2.3,Motivar compras a través de 'Me gusta',22.0,WhatsApp,75.0
India,2016.0,2.3,Motivar compras a través del botón 'Comprar',16.0,Facebook,82.0
India,2016.0,2.3,Motivar compras a través del botón 'Comprar',16.0,FB Messenger,57.0
India,2016.0,2.3,Motivar compras a través del botón 'Comprar',16.0,Instagram,68.0
India,2016.0,2.3,Motivar compras a través del botón 'Comprar',16.0,Snapchat,32.0
India,2016.0,2.3,Motivar compras a través del botón 'Comprar',16.0,Twitter,52.0
India,2016.0,2.3,Motivar compras a través del botón 'Comprar',16.0,WhatsApp,75.0
India,2017.0,2.25,Uso de redes sociales para mantenerse informado,38.0,Facebook,82.0
India,2017.0,2.25,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,57.0
India,2017.0,2.25,Uso de redes sociales para mantenerse informado,38.0,Instagram,68.0
India,2017.0,2.25,Uso de redes sociales para mantenerse informado,38.0,Snapchat,32.0
India,2017.0,2.25,Uso de redes sociales para mantenerse informado,38.0,Twitter,52.0
India,2017.0,2.25,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,75.0
India,2017.0,2.25,Seguir marcas que les gustan,38.0,Facebook,82.0
India,2017.0,2.25,Seguir marcas que les gustan,38.0,FB Messenger,57.0
India,2017.0,2.25,Seguir marcas que les gustan,38.0,Instagram,68.0
India,2017.0,2.25,Seguir marcas que les gustan,38.0,Snapchat,32.0
India,2017.0,2.25,Seguir marcas que les gustan,38.0,Twitter,52.0
India,2017.0,2.25,Seguir marcas que les gustan,38.0,WhatsApp,75.0
India,2017.0,2.25,Descubrir marcas a través de comentarios,23.0,Facebook,82.0
India,2017.0,2.25,Descubrir marcas a través de comentarios,23.0,FB Messenger,57.0
India,2017.0,2.25,Descubrir marcas a través de comentarios,23.0,Instagram,68.0
India,2017.0,2.25,Descubrir marcas a través de comentarios,23.0,Snapchat,32.0
India,2017.0,2.25,Descubrir marcas a través de comentarios,23.0,Twitter,52.0
India,2017.0,2.25,Descubrir marcas a través de comentarios,23.0,WhatsApp,75.0
India,2017.0,2.25,Investigar productos/marcas usando redes sociales,45.0,Facebook,82.0
India,2017.0,2.25,Investigar productos/marcas usando redes sociales,45.0,FB Messenger,57.0
India,2017.0,2.25,Investigar productos/marcas usando redes sociales,45.0,Instagram,68.0
India,2017.0,2.25,Investigar productos/marcas usando redes sociales,45.0,Snapchat,32.0
India,2017.0,2.25,Investigar productos/marcas usando redes sociales,45.0,Twitter,52.0
India,2017.0,2.25,Investigar productos/marcas usando redes sociales,45.0,WhatsApp,75.0
India,2017.0,2.25,Motivar compras a través de 'Me gusta',22.0,Facebook,82.0
India,2017.0,2.25,Motivar compras a través de 'Me gusta',22.0,FB Messenger,57.0
India,2017.0,2.25,Motivar compras a través de 'Me gusta',22.0,Instagram,68.0
India,2017.0,2.25,Motivar compras a través de 'Me gusta',22.0,Snapchat,32.0
India,2017.0,2.25,Motivar compras a través de 'Me gusta',22.0,Twitter,52.0
India,2017.0,2.25,Motivar compras a través de 'Me gusta',22.0,WhatsApp,75.0
India,2017.0,2.25,Motivar compras a través del botón 'Comprar',16.0,Facebook,82.0
India,2017.0,2.25,Motivar compras a través del botón 'Comprar',16.0,FB Messenger,57.0
India,2017.0,2.25,Motivar compras a través del botón 'Comprar',16.0,Instagram,68.0
India,2017.0,2.25,Motivar compras a través del botón 'Comprar',16.0,Snapchat,32.0
India,2017.0,2.25,Motivar compras a través del botón 'Comprar',16.0,Twitter,52.0
India,2017.0,2.25,Motivar compras a través del botón 'Comprar',16.0,WhatsApp,75.0
India,2018.0,2.28,Uso de redes sociales para mantenerse informado,38.0,Facebook,82.0
India,2018.0,2.28,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,57.0
India,2018.0,2.28,Uso de redes sociales para mantenerse informado,38.0,Instagram,68.0
India,2018.0,2.28,Uso de redes sociales para mantenerse informado,38.0,Snapchat,32.0
India,2018.0,2.28,Uso de redes sociales para mantenerse informado,38.0,Twitter,52.0
India,2018.0,2.28,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,75.0
India,2018.0,2.28,Seguir marcas que les gustan,38.0,Facebook,82.0
India,2018.0,2.28,Seguir marcas que les gustan,38.0,FB Messenger,57.0
India,2018.0,2.28,Seguir marcas que les gustan,38.0,Instagram,68.0
India,2018.0,2.28,Seguir marcas que les gustan,38.0,Snapchat,32.0
India,2018.0,2.28,Seguir marcas que les gustan,38.0,Twitter,52.0
India,2018.0,2.28,Seguir marcas que les gustan,38.0,WhatsApp,75.0
India,2018.0,2.28,Descubrir marcas a través de comentarios,23.0,Facebook,82.0
India,2018.0,2.28,Descubrir marcas a través de comentarios,23.0,FB Messenger,57.0
India,2018.0,2.28,Descubrir marcas a través de comentarios,23.0,Instagram,68.0
India,2018.0,2.28,Descubrir marcas a través de comentarios,23.0,Snapchat,32.0
India,2018.0,2.28,Descubrir marcas a través de comentarios,23.0,Twitter,52.0
India,2018.0,2.28,Descubrir marcas a través de comentarios,23.0,WhatsApp,75.0
India,2018.0,2.28,Investigar productos/marcas usando redes sociales,45.0,Facebook,82.0
India,2018.0,2.28,Investigar productos/marcas usando redes sociales,45.0,FB Messenger,57.0
India,2018.0,2.28,Investigar productos/marcas usando redes sociales,45.0,Instagram,68.0
India,2018.0,2.28,Investigar productos/marcas usando redes sociales,45.0,Snapchat,32.0
India,2018.0,2.28,Investigar productos/marcas usando redes sociales,45.0,Twitter,52.0
India,2018.0,2.28,Investigar productos/marcas usando redes sociales,45.0,WhatsApp,75.0
India,2018.0,2.28,Motivar compras a través de 'Me gusta',22.0,Facebook,82.0
India,2018.0,2.28,Motivar compras a través de 'Me gusta',22.0,FB Messenger,57.0
India,2018.0,2.28,Motivar compras a través de 'Me gusta',22.0,Instagram,68.0
India,2018.0,2.28,Motivar compras a través de 'Me gusta',22.0,Snapchat,32.0
India,2018.0,2.28,Motivar compras a través de 'Me gusta',22.0,Twitter,52.0
India,2018.0,2.28,Motivar compras a través de 'Me gusta',22.0,WhatsApp,75.0
India,2018.0,2.28,Motivar compras a través del botón 'Comprar',16.0,Facebook,82.0
India,2018.0,2.28,Motivar compras a través del botón 'Comprar',16.0,FB Messenger,57.0
India,2018.0,2.28,Motivar compras a través del botón 'Comprar',16.0,Instagram,68.0
India,2018.0,2.28,Motivar compras a través del botón 'Comprar',16.0,Snapchat,32.0
India,2018.0,2.28,Motivar compras a través del botón 'Comprar',16.0,Twitter,52.0
India,2018.0,2.28,Motivar compras a través del botón 'Comprar',16.0,WhatsApp,75.0
India,2019.0,2.25,Uso de redes sociales para mantenerse informado,38.0,Facebook,82.0
India,2019.0,2.25,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,57.0
India,2019.0,2.25,Uso de redes sociales para mantenerse informado,38.0,Instagram,68.0
India,2019.0,2.25,Uso de redes sociales para mantenerse informado,38.0,Snapchat,32.0
India,2019.0,2.25,Uso de redes sociales para mantenerse informado,38.0,Twitter,52.0
India,2019.0,2.25,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,75.0
India,2019.0,2.25,Seguir marcas que les gustan,38.0,Facebook,82.0
India,2019.0,2.25,Seguir marcas que les gustan,38.0,FB Messenger,57.0
India,2019.0,2.25,Seguir marcas que les gustan,38.0,Instagram,68.0
India,2019.0,2.25,Seguir marcas que les gustan,38.0,Snapchat,32.0
India,2019.0,2.25,Seguir marcas que les gustan,38.0,Twitter,52.0
India,2019.0,2.25,Seguir marcas que les gustan,38.0,WhatsApp,75.0
India,2019.0,2.25,Descubrir marcas a través de comentarios,23.0,Facebook,82.0
India,2019.0,2.25,Descubrir marcas a través de comentarios,23.0,FB Messenger,57.0
India,2019.0,2.25,Descubrir marcas a través de comentarios,23.0,Instagram,68.0
India,2019.0,2.25,Descubrir marcas a través de comentarios,23.0,Snapchat,32.0
India,2019.0,2.25,Descubrir marcas a través de comentarios,23.0,Twitter,52.0
India,2019.0,2.25,Descubrir marcas a través de comentarios,23.0,WhatsApp,75.0
India,2019.0,2.25,Investigar productos/marcas usando redes sociales,45.0,Facebook,82.0
India,2019.0,2.25,Investigar productos/marcas usando redes sociales,45.0,FB Messenger,57.0
India,2019.0,2.25,Investigar productos/marcas usando redes sociales,45.0,Instagram,68.0
India,2019.0,2.25,Investigar productos/marcas usando redes sociales,45.0,Snapchat,32.0
India,2019.0,2.25,Investigar productos/marcas usando redes sociales,45.0,Twitter,52.0
India,2019.0,2.25,Investigar productos/marcas usando redes sociales,45.0,WhatsApp,75.0
India,2019.0,2.25,Motivar compras a través de 'Me gusta',22.0,Facebook,82.0
India,2019.0,2.25,Motivar compras a través de 'Me gusta',22.0,FB Messenger,57.0
India,2019.0,2.25,Motivar compras a través de 'Me gusta',22.0,Instagram,68.0
India,2019.0,2.25,Motivar compras a través de 'Me gusta',22.0,Snapchat,32.0
India,2019.0,2.25,Motivar compras a través de 'Me gusta',22.0,Twitter,52.0
India,2019.0,2.25,Motivar compras a través de 'Me gusta',22.0,WhatsApp,75.0
India,2019.0,2.25,Motivar compras a través del botón 'Comprar',16.0,Facebook,82.0
India,2019.0,2.25,Motivar compras a través del botón 'Comprar',16.0,FB Messenger,57.0
India,2019.0,2.25,Motivar compras a través del botón 'Comprar',16.0,Instagram,68.0
India,2019.0,2.25,Motivar compras a través del botón 'Comprar',16.0,Snapchat,32.0
India,2019.0,2.25,Motivar compras a través del botón 'Comprar',16.0,Twitter,52.0
India,2019.0,2.25,Motivar compras a través del botón 'Comprar',16.0,WhatsApp,75.0
Indonesia,2012.0,2.12,Uso de redes sociales para mantenerse informado,48.0,Facebook,83.0
Indonesia,2012.0,2.12,Uso de redes sociales para mantenerse informado,48.0,FB Messenger,48.0
Indonesia,2012.0,2.12,Uso de redes sociales para mantenerse informado,48.0,Instagram,78.0
Indonesia,2012.0,2.12,Uso de redes sociales para mantenerse informado,48.0,Snapchat,24.0
Indonesia,2012.0,2.12,Uso de redes sociales para mantenerse informado,48.0,Twitter,51.0
Indonesia,2012.0,2.12,Uso de redes sociales para mantenerse informado,48.0,WhatsApp,86.0
Indonesia,2012.0,2.12,Seguir marcas que les gustan,36.0,Facebook,83.0
Indonesia,2012.0,2.12,Seguir marcas que les gustan,36.0,FB Messenger,48.0
Indonesia,2012.0,2.12,Seguir marcas que les gustan,36.0,Instagram,78.0
Indonesia,2012.0,2.12,Seguir marcas que les gustan,36.0,Snapchat,24.0
Indonesia,2012.0,2.12,Seguir marcas que les gustan,36.0,Twitter,51.0
Indonesia,2012.0,2.12,Seguir marcas que les gustan,36.0,WhatsApp,86.0
Indonesia,2012.0,2.12,Descubrir marcas a través de comentarios,35.0,Facebook,83.0
Indonesia,2012.0,2.12,Descubrir marcas a través de comentarios,35.0,FB Messenger,48.0
Indonesia,2012.0,2.12,Descubrir marcas a través de comentarios,35.0,Instagram,78.0
Indonesia,2012.0,2.12,Descubrir marcas a través de comentarios,35.0,Snapchat,24.0
